Event,Distance,Sex,Ranking,Time 1,Miliseconds,Relay,When,Swimmer,id2,Swimmer nationality,Continent nationality,Date,Meet,Meet location
4 x 100 m freestyle relay,400,Male,30,03:17.10,197008,00:49.5,Final,Paul Wallace,Paul_Wallace,United States,America,"Saturday, August 17, 1985",1985 Pan Pacific Swimming Championships,"Tokyo, Japan"
4 x 100 m freestyle relay,400,Male,30,03:17.10,197008,00:49.8,Final,Mike Heath,Mike_Heath,United States,America,"Saturday, August 17, 1985",1985 Pan Pacific Swimming Championships,"Tokyo, Japan"
4 x 100 m freestyle relay,400,Male,30,03:17.10,197008,00:47.7,Final,Matt Biondi,Matt_Biondi,United States,America,"Saturday, August 17, 1985",1985 Pan Pacific Swimming Championships,"Tokyo, Japan"
4 x 100 m medley relay,400,Male,33,03:38.30,218028,,Final,Rick Carey,Rick_Carey,United States,America,"Sunday, August 18, 1985",Pan Pacific Championships,"Tokyo, Japan"
4 x 100 m medley relay,400,Male,33,03:38.30,218028,,Final,John Moffet,John_Moffet,United States,America,"Sunday, August 18, 1985",Pan Pacific Championships,"Tokyo, Japan"
4 x 100 m medley relay,400,Male,33,03:38.30,218028,00:47.8,Final,Matt Biondi,Matt_Biondi,United States,America,"Sunday, August 18, 1985",Pan Pacific Championships,"Tokyo, Japan"
4 x 100 m medley relay,400,Male,33,03:38.30,218000,,Final,Pablo Morales,Pablo_Morales,United States,America,"Sunday, August 18, 1985",Pan Pacific Championships,"Tokyo, Japan"
400 m individual medley,400,Male,33,04:16.10,256012,,Final,David Wharton,David_Wharton,United States,America,"Friday, August 14, 1987",,"Brisbane, Australia"
400 m individual medley,400,Male,34,04:15.40,255042,,Final,Tamás Darnyi,Tamás_Darnyi,Hungary,Europe,"Wednesday, August 19, 1987",,"Strasbourg, France"
400 m freestyle,400,Male,65,03:47.40,227038,,Final,Artur Wojdat,Artur_Wojdat,Poland,Europe,"Friday, March 25, 1988",USA Spring Nationals,"Orlando, USA"
400 m individual medley,400,Male,35,04:14.70,254075,,Final,Tamás Darnyi,Tamás_Darnyi,Hungary,Europe,"Wednesday, September 21, 1988",,"Seoul, South Korea"
4 x 100 m freestyle relay,400,Male,31,03:16.50,197000,00:49.6,Final,Chris Jacobs,Chris_Jacobs,United States,America,"Friday, September 23, 1988",1988 Summer Olympics,"Seoul, South Korea"
4 x 100 m freestyle relay,400,Male,31,03:16.50,196053,00:49.7,Final,Troy Dalbey,Troy_Dalbey,United States,America,"Friday, September 23, 1988",1988 Summer Olympics,"Seoul, South Korea"
4 x 100 m freestyle relay,400,Male,31,03:16.50,196053,00:49.3,Final,Tom Jager,Tom_Jager,United States,America,"Friday, September 23, 1988",1988 Summer Olympics,"Seoul, South Korea"
4 x 100 m freestyle relay,400,Male,31,03:16.50,196053,00:47.8,Final,Matt Biondi,Matt_Biondi,United States,America,"Friday, September 23, 1988",1988 Summer Olympics,"Seoul, South Korea"
400 m freestyle,400,Male,66,03:47.00,226095,,Final,Uwe Dassler,Uwe_Dassler,East Germany,Europe,"Friday, September 23, 1988",1988 Summer Olympics,"Seoul, South Korea"
4 x 100 m medley relay,400,Male,34,03:36.90,216093,00:54.60,Final,David Berkoff,David_Berkoff,United States,America,"Sunday, September 25, 1988",Olympic Games,"Seoul, South Korea"
4 x 100 m medley relay,400,Male,34,03:36.90,216093,01:01.60,Final,Rick Schroeder,Rick_Schroeder,United States,America,"Sunday, September 25, 1988",Olympic Games,"Seoul, South Korea"
4 x 100 m medley relay,400,Male,34,03:36.90,216093,00:52.40,Final,Matt Biondi,Matt_Biondi,United States,America,"Sunday, September 25, 1988",Olympic Games,"Seoul, South Korea"
4 x 100 m medley relay,400,Male,34,03:36.90,216093,00:48.40,Final,Chris Jacobs,Chris_Jacobs,United States,America,"Sunday, September 25, 1988",Olympic Games,"Seoul, South Korea"
400 m individual medley,400,Male,36,04:12.40,252036,,Final,Tamás Darnyi,Tamás_Darnyi,Hungary,Europe,"Tuesday, January 8, 1991",,"Perth, Australia"
400 m freestyle,400,Male,68,03:45.00,225000,,Final,Yevgeny Sadovyi,Yevgeny_Sadovyi,Russia,Europe,"Friday, April 3, 1992",1992 Summer Olympics,"Barcelona, Spain"
400 m freestyle,400,Male,67,03:46.50,226047,,Final,Kieren Perkins,Kieren_Perkins,Australia,Oceania,"Wednesday, July 29, 1992",Australian Olympic Trials,"Canberra, Australia"
4 x 100 m medley relay,400,Male,34.1,03:36.90,216093,00:53.90,Final,Jeff Rouse,Jeff_Rouse,United States,America,"Friday, July 31, 1992",Olympic Games,"Barcelona, Spain"
4 x 100 m medley relay,400,Male,34.1,03:36.90,216093,01:01.50,Final,Nelson Diebel,Nelson_Diebel,United States,America,"Friday, July 31, 1992",Olympic Games,"Barcelona, Spain"
4 x 100 m medley relay,400,Male,34.1,03:36.90,216093,00:52.80,Final,Pablo Morales,Pablo_Morales,United States,America,"Friday, July 31, 1992",Olympic Games,"Barcelona, Spain"
4 x 100 m medley relay,400,Male,34.1,03:36.90,216093,00:48.80,Final,Jon Olsen,Jon_Olsen,United States,America,"Friday, July 31, 1992",Olympic Games,"Barcelona, Spain"
400 m individual medley,400,Male,37,04:12.30,252003,,Final,Tom Dolan,Tom_Dolan,United States,America,"Sunday, September 11, 1994",,"Rome, Italy"
400 m freestyle,400,Male,69,03:44.00,223008,,Final,Kieren Perkins,Kieren_Perkins,Australia,Oceania,"Sunday, September 11, 1994",1994 World Championships,"Rome, Italy"
4 x 100 m freestyle relay,400,Male,32,03:15.10,195011,00:49.3,Final,David Fox,David_Fox,United States,America,"Saturday, August 12, 1995",1995 Pan Pacific Swimming Championships,"Atlanta, GA, United States"
4 x 100 m freestyle relay,400,Male,32,03:15.10,195011,00:49.1,Final,Joe Hudepohl,Joe_Hudepohl,United States,America,"Saturday, August 12, 1995",1995 Pan Pacific Swimming Championships,"Atlanta, GA, United States"
4 x 100 m freestyle relay,400,Male,32,03:15.10,195011,00:48.2,Final,Jon Olsen,Jon_Olsen,United States,America,"Saturday, August 12, 1995",1995 Pan Pacific Swimming Championships,"Atlanta, GA, United States"
4 x 100 m freestyle relay,400,Male,32,03:15.10,195011,00:48.5,Final,"Gary Hall, Jr.","Gary_Hall,_Jr.",United States,America,"Saturday, August 12, 1995",1995 Pan Pacific Swimming Championships,"Atlanta, GA, United States"
4 x 100 m medley relay,400,Male,35,03:34.80,214084,00:53.90,Final,Jeff Rouse,Jeff_Rouse,United States,America,"Friday, July 26, 1996",Olympic Games,"Atlanta, United States"
4 x 100 m medley relay,400,Male,35,03:34.80,214084,01:00.30,Final,Jeremy Linn,Jeremy_Linn,United States,America,"Friday, July 26, 1996",Olympic Games,"Atlanta, United States"
4 x 100 m medley relay,400,Male,35,03:34.80,214084,00:52.40,Final,Mark Henderson,Mark_Henderson,United States,America,"Friday, July 26, 1996",Olympic Games,"Atlanta, United States"
4 x 100 m medley relay,400,Male,35,03:34.80,214084,00:48.20,Final,"Gary Hall, Jr.","Gary_Hall,_Jr.",United States,America,"Friday, July 26, 1996",Olympic Games,"Atlanta, United States"
400 m freestyle,400,Male,70,03:41.80,221083,,Final,Ian Thorpe,Ian_Thorpe,Australia,Oceania,"Sunday, August 22, 1999",1999 Pan Pacific Championships,"Sydney, Australia"
400 m freestyle,400,Male,71,03:41.30,221033,,Final,Ian Thorpe,Ian_Thorpe,Australia,Oceania,"Saturday, May 13, 2000",Australian Olympic Trials,"Sydney, Australia"
4 x 100 m freestyle relay,400,Male,33,03:13.70,193067,00:48.2,Final,Michael Klim,Michael_Klim,Australia,Oceania,"Saturday, September 16, 2000",2000 Summer Olympics,"Sydney, Australia"
4 x 100 m freestyle relay,400,Male,33,03:13.70,193067,00:48.5,Final,Chris Fydler,Chris_Fydler,Australia,Oceania,"Saturday, September 16, 2000",2000 Summer Olympics,"Sydney, Australia"
4 x 100 m freestyle relay,400,Male,33,03:13.70,193067,00:48.7,Final,Ashley Callus,Ashley_Callus,Australia,Oceania,"Saturday, September 16, 2000",2000 Summer Olympics,"Sydney, Australia"
4 x 100 m freestyle relay,400,Male,33,03:13.70,193067,00:48.3,Final,Ian Thorpe,Ian_Thorpe,Australia,Oceania,"Saturday, September 16, 2000",2000 Summer Olympics,"Sydney, Australia"
400 m freestyle,400,Male,72,03:40.60,220059,,Final,Ian Thorpe,Ian_Thorpe,Australia,Oceania,"Saturday, September 16, 2000",2000 Summer Olympics,"Sydney, Australia"
400 m individual medley,400,Male,38,04:11.80,251076,,Final,Tom Dolan,Tom_Dolan,United States,America,"Sunday, September 17, 2000",,"Sydney, Australia"
4 x 100 m medley relay,400,Male,36,03:33.70,213073,00:53.90,Final,Lenny Krayzelburg,Lenny_Krayzelburg,United States,America,"Saturday, September 23, 2000",Olympic Games,"Sydney, Australia"
4 x 100 m medley relay,400,Male,36,03:33.70,213073,00:59.80,Final,Ed Moses,Ed_Moses,United States,America,"Saturday, September 23, 2000",Olympic Games,"Sydney, Australia"
4 x 100 m medley relay,400,Male,36,03:33.70,213073,00:52.10,Final,Ian Crocker,Ian_Crocker,United States,America,"Saturday, September 23, 2000",Olympic Games,"Sydney, Australia"
4 x 100 m medley relay,400,Male,36,03:33.70,213073,00:47.90,Final,"Gary Hall, Jr.","Gary_Hall,_Jr.",United States,America,"Saturday, September 23, 2000",Olympic Games,"Sydney, Australia"
400 m freestyle,400,Male,73,03:40.20,220017,,Final,Ian Thorpe,Ian_Thorpe,Australia,Oceania,"Sunday, July 22, 2001",2001 World Championships,"Fukuoka, Japan"
400 m freestyle,400,Male,74,03:40.10,220008,,Final,Ian Thorpe,Ian_Thorpe,Australia,Oceania,"Tuesday, July 30, 2002",2002 Commonwealth Games,"Manchester, United Kingdom"
400 m individual medley,400,Male,39,04:11.10,251009,,Final,Michael Phelps,Michael_Phelps,United States,America,"Thursday, August 15, 2002",,"Fort Lauderdale, United States"
4 x 100 m medley relay,400,Male,37,03:33.50,213048,00:54.20,Final,Aaron Peirsol,Aaron_Peirsol,United States,America,"Thursday, August 29, 2002",Pan Pacific Championships,"Yokohama, Japan"
4 x 100 m medley relay,400,Male,37,03:33.50,213048,01:00.10,Final,Brendan Hansen,Brendan_Hansen,United States,America,"Thursday, August 29, 2002",Pan Pacific Championships,"Yokohama, Japan"
4 x 100 m medley relay,400,Male,37,03:33.50,213048,00:51.10,Final,Michael Phelps,Michael_Phelps,United States,America,"Thursday, August 29, 2002",Pan Pacific Championships,"Yokohama, Japan"
4 x 100 m medley relay,400,Male,37,03:33.50,213048,00:48.00,Final,Jason Lezak,Jason_Lezak,United States,America,"Thursday, August 29, 2002",Pan Pacific Championships,"Yokohama, Japan"
400 m individual medley,400,Male,40,04:10.70,250073,,Final,Michael Phelps,Michael_Phelps,United States,America,"Monday, April 7, 2003",,"Indianapolis, United States"
4 x 100 m medley relay,400,Male,38,03:31.50,211054,00:53.70,Final,Aaron Peirsol,Aaron_Peirsol,United States,America,"Sunday, July 27, 2003",World Championships,"Barcelona, Spain"
4 x 100 m medley relay,400,Male,38,03:31.50,211054,00:59.60,Final,Brendan Hansen,Brendan_Hansen,United States,America,"Sunday, July 27, 2003",World Championships,"Barcelona, Spain"
4 x 100 m medley relay,400,Male,38,03:31.50,211054,00:50.40,Final,Ian Crocker,Ian_Crocker,United States,America,"Sunday, July 27, 2003",World Championships,"Barcelona, Spain"
4 x 100 m medley relay,400,Male,38,03:31.50,211054,00:47.80,Final,Jason Lezak,Jason_Lezak,United States,America,"Sunday, July 27, 2003",World Championships,"Barcelona, Spain"
400 m individual medley,400,Male,41,04:09.10,249009,,Final,Michael Phelps,Michael_Phelps,United States,America,"Sunday, July 27, 2003",,"Barcelona, Spain"
400 m individual medley,400,Male,42,04:08.40,248041,,Final,Michael Phelps,Michael_Phelps,United States,America,"Wednesday, July 7, 2004",,"Long Beach, United States"
400 m individual medley,400,Male,43,04:08.30,248026,,Final,Michael Phelps,Michael_Phelps,United States,America,"Saturday, August 14, 2004",,"Athens, Greece"
4 x 100 m freestyle relay,400,Male,34,03:13.20,193017,00:48.2,Final,Roland Schoeman,Roland_Schoeman,South Africa,Africa,"Monday, August 16, 2004",2005 Summer Olympics,"Athens, Greece"
4 x 100 m freestyle relay,400,Male,34,03:13.20,193017,00:48.1,Final,Lyndon Ferns,Lyndon_Ferns,South Africa,Africa,"Wednesday, August 18, 2004",2007 Summer Olympics,"Athens, Greece"
4 x 100 m freestyle relay,400,Male,34,03:13.20,193017,00:48.9,Final,Darian Townsend,Darian_Townsend,South Africa,Africa,"Friday, August 20, 2004",2009 Summer Olympics,"Athens, Greece"
4 x 100 m medley relay,400,Male,39,03:30.70,210068,00:53.50,Final,Aaron Peirsol,Aaron_Peirsol,United States,America,"Saturday, August 21, 2004",Olympic Games,"Athens, Greece"
4 x 100 m medley relay,400,Male,39,03:30.70,210068,00:59.40,Final,Brendan Hansen,Brendan_Hansen,United States,America,"Saturday, August 21, 2004",Olympic Games,"Athens, Greece"
4 x 100 m medley relay,400,Male,39,03:30.70,210068,00:50.30,Final,Ian Crocker,Ian_Crocker,United States,America,"Saturday, August 21, 2004",Olympic Games,"Athens, Greece"
4 x 100 m medley relay,400,Male,39,03:30.70,210068,00:47.60,Final,Jason Lezak,Jason_Lezak,United States,America,"Saturday, August 21, 2004",Olympic Games,"Athens, Greece"
4 x 100 m freestyle relay,400,Male,34,03:13.20,193017,00:47.9,Final,Ryk Neethling,Ryk_Neethling,South Africa,Africa,"Sunday, August 22, 2004",2011 Summer Olympics,"Athens, Greece"
4 x 100 m freestyle relay,400,Male,35,03:12.50,192046,00:48.8,Final,Michael Phelps,Michael_Phelps,United States,America,"Sunday, August 20, 2006",Pan Pacific Championships,"Victoria, British Columbia, Canada"
4 x 100 m freestyle relay,400,Male,35,03:12.50,192046,00:47.9,Final,Neil Walker,Neil_Walker,United States,America,"Tuesday, August 22, 2006",Pan Pacific Championships,"Victoria, British Columbia, Canada"
4 x 100 m freestyle relay,400,Male,35,03:12.50,192046,00:48.0,Final,Cullen Jones,Cullen_Jones,United States,America,"Thursday, August 24, 2006",Pan Pacific Championships,"Victoria, British Columbia, Canada"
4 x 100 m freestyle relay,400,Male,35,03:12.50,192046,00:47.8,Final,Jason Lezak,Jason_Lezak,United States,America,"Saturday, August 26, 2006",Pan Pacific Championships,"Victoria, British Columbia, Canada"
400 m individual medley,400,Male,44,04:06.20,246022,,Final,Michael Phelps,Michael_Phelps,United States,America,"Sunday, April 1, 2007",,"Melbourne, Australia"
400 m individual medley,400,Male,45,04:05.20,245025,,Final,Michael Phelps,Michael_Phelps,United States,America,"Sunday, June 29, 2008",,"Omaha, United States"
400 m individual medley,400,Male,46,04:03.80,243084,,Final,Michael Phelps,Michael_Phelps,United States,America,"Sunday, August 10, 2008",,"Beijing, China"
4 x 100 m freestyle relay,400,Male,36,03:12.20,192023,00:48.8,Heat,Nathan Adrian,Nathan_Adrian,United States,America,"Monday, August 11, 2008",2009 Summer Olympics,"Beijing, China"
4 x 100 m freestyle relay,400,Male,37,03:08.20,188024,00:47.5,Final,Michael Phelps,Michael_Phelps,United States,America,"Tuesday, August 12, 2008",2009 Summer Olympics,"Beijing, China"
4 x 100 m freestyle relay,400,Male,36,03:12.20,192023,00:47.6,Heat,Cullen Jones,Cullen_Jones,United States,America,"Wednesday, August 13, 2008",2011 Summer Olympics,"Beijing, China"
4 x 100 m freestyle relay,400,Male,37,03:08.20,188024,00:47.0,Final,Garrett Weber-Gale,Garrett_Weber-Gale,United States,America,"Thursday, August 14, 2008",2011 Summer Olympics,"Beijing, China"
4 x 100 m freestyle relay,400,Male,36,03:12.20,192023,00:48.0,Heat,Ben Wildman-Tobriner,Ben_Wildman-Tobriner,United States,America,"Friday, August 15, 2008",2013 Summer Olympics,"Beijing, China"
4 x 100 m freestyle relay,400,Male,37,03:08.20,188024,00:47.7,Final,Cullen Jones,Cullen_Jones,United States,America,"Saturday, August 16, 2008",2013 Summer Olympics,"Beijing, China"
4 x 100 m freestyle relay,400,Male,36,03:12.20,192023,00:47.8,Heat,Matt Grevers,Matt_Grevers,United States,America,"Sunday, August 17, 2008",2015 Summer Olympics,"Beijing, China"
4 x 100 m medley relay,400,Male,40,03:29.30,209034,00:53.20,Final,Aaron Peirsol,Aaron_Peirsol,United States,America,"Sunday, August 17, 2008",Olympic Games,"Beijing, China"
4 x 100 m medley relay,400,Male,40,03:29.30,209034,00:59.30,Final,Brendan Hansen,Brendan_Hansen,United States,America,"Sunday, August 17, 2008",Olympic Games,"Beijing, China"
4 x 100 m medley relay,400,Male,40,03:29.30,209034,00:50.10,Final,Michael Phelps,Michael_Phelps,United States,America,"Sunday, August 17, 2008",Olympic Games,"Beijing, China"
4 x 100 m medley relay,400,Male,40,03:29.30,209034,00:46.80,Final,Jason Lezak,Jason_Lezak,United States,America,"Sunday, August 17, 2008",Olympic Games,"Beijing, China"
4 x 100 m freestyle relay,400,Male,37,03:08.20,188024,00:46.1,Final,Jason Lezak,Jason_Lezak,United States,America,"Monday, August 18, 2008",2015 Summer Olympics,"Beijing, China"
400 m freestyle,400,Male,75,03:40.10,220007,,Final,Paul Biedermann,Paul_Biedermann,Germany,Europe,"Sunday, July 26, 2009",2009 World Aquatics Championships,"Rome, Italy"
4 x 100 m medley relay,400,Male,41,03:27.30,207028,00:52.20,Final,Aaron Peirsol,Aaron_Peirsol,United States,America,"Sunday, August 2, 2009",World Championships,"Rome, Italy"
4 x 100 m medley relay,400,Male,41,03:27.30,207028,00:58.60,Final,Eric Shanteau,Eric_Shanteau,United States,America,"Sunday, August 2, 2009",World Championships,"Rome, Italy"
4 x 100 m medley relay,400,Male,41,03:27.30,207028,00:49.70,Final,Michael Phelps,Michael_Phelps,United States,America,"Sunday, August 2, 2009",World Championships,"Rome, Italy"
4 x 100 m medley relay,400,Male,41,03:27.30,207028,00:46.80,Final,David Walters,David_Walters,United States,America,"Sunday, August 2, 2009",World Championships,"Rome, Italy"
800 m freestyle,800,Female,1,13:19.00,799000,,Set in a pool measured in yards,Gertrude Ederle,Gertrude_Ederle,United States,America,"Sunday, August 17, 1919",-,"Indianapolis, IN, United States"
800 m freestyle,800,Female,2,12:58.20,778002,,Set in a pool measured in yards,Ethel McGary,Ethel_McGary,United States,America,"Thursday, August 6, 1925",-,"Detroit, MI, United States"
800 m freestyle,800,Female,3,12:56.00,776000,,Set in a pool measured in yards,Ethel McGary,Ethel_McGary,United States,America,"Saturday, August 15, 1925",-,"Indianapolis, IN, United States"
800 m freestyle,800,Female,4,12:47.20,767002,,Set in a pool measured in yards,Martha Norelius,Martha_Norelius,United States,America,"Saturday, August 7, 1926",-,"Philadelphia, PA, United States"
800 m freestyle,800,Female,5,12:17.80,737008,,Set in a pool measured in yards,Martha Norelius,Martha_Norelius,United States,America,"Sunday, July 31, 1927",-,"Massapequa, NY, United States"
800 m freestyle,800,Female,6,12:03.80,723008,,Set in a pool measured in yards,Josephine McKim,Josephine_McKim,United States,America,"Saturday, August 10, 1929",-,"Honolulu, Hawaii"
800 m freestyle,800,Female,7,11:41.20,701002,,Set in a pool measured in yards,Helene Madison,Helene_Madison,United States,America,"Sunday, July 6, 1930",-,"Long Beach, CA, United States"
800 m freestyle,800,Female,8,12:18.80,738008,,,Yvonne Godard,Yvonne_Godard,France,Europe,"Thursday, July 23, 1931",-,"Paris, France"
800 m freestyle,800,Female,9,11:44.00,704000,,Set in a pool measured in yards,Lenore Kight,Lenore_Kight,United States,America,"Sunday, July 23, 1933",-,"Jones Beach, NY, United States"
800 m freestyle,800,Female,10,11:34.40,694004,,Set in a pool measured in yards,Lenore Kight,Lenore_Kight,United States,America,"Sunday, July 21, 1935",-,"Manhattan Beach, CA, United States"
800 m freestyle,800,Female,11,11:11.70,671007,,Final,Ragnhild Hveger,Ragnhild_Hveger,Denmark,Europe,"Friday, July 3, 1936",-,"Copenhagen, Denmark"
800 m freestyle,800,Female,12,10:52.50,652005,,Final,Ragnhild Hveger,Ragnhild_Hveger,Denmark,Europe,"Wednesday, August 13, 1941",-,"Copenhagen, Denmark"
800 m freestyle,800,Female,13,10:42.40,642004,,Final,Valéria Gyenge,Valéria_Gyenge,Hungary,Europe,"Sunday, June 28, 1953",-,"Budapest, Hungary"
800 m freestyle,800,Female,14,10:30.90,630009,,Final,Lorraine Crapp,Lorraine_Crapp,Australia,Oceania,"Saturday, January 14, 1956",-,"Sydney, Australia"
800 m freestyle,800,Female,15,10:27.30,627003,,Final,Mary Kok,Mary_Kok,Netherlands,Europe,"Saturday, February 16, 1957",-,"Durban, South Africa"
800 m freestyle,800,Female,16,10:17.70,617007,,Set in a pool measured in yards,Ilsa Konrads,Ilsa_Konrads,Australia,Oceania,"Thursday, January 9, 1958",-,"Sydney, Australia"
800 m freestyle,800,Female,17,10:16.20,616002,,Set in a pool measured in yards,Ilsa Konrads,Ilsa_Konrads,Australia,Oceania,"Thursday, February 20, 1958",-,"Melbourne, Australia"
800 m freestyle,800,Female,18,10:11.80,611008,,Set in a pool measured in yards,Ilsa Konrads,Ilsa_Konrads,Australia,Oceania,"Friday, June 13, 1958",-,"Townsville, Australia"
800 m freestyle,800,Female,19,10:11.40,611004,,Set in a pool measured in yards,Ilsa Konrads,Ilsa_Konrads,Australia,Oceania,"Thursday, February 19, 1959",-,"Hobart, Australia"
800 m freestyle,800,Female,20,09:55.60,595006,,Final,Jane Cederqvist,Jane_Cederqvist,Sweden,Europe,"Wednesday, August 17, 1960",-,"Uppsala, Sweden"
800 m freestyle,800,Female,21,09:51.60,591006,,Final,Carolyn House,Carolyn_House,United States,America,"Sunday, August 26, 1962",-,"Los Altos, CA, United States"
800 m freestyle,800,Female,22,09:47.30,587003,,Final,Patty Caretto,Patty_Caretto,United States,America,"Thursday, July 30, 1964",-,"Los Altos, CA, United States"
800 m freestyle,800,Female,23,09:36.90,576009,,Final,Sharon Finneran,Sharon_Finneran,United States,America,"Monday, September 28, 1964",-,"Los Angeles, CA, United States"
800 m freestyle,800,Female,24,09:35.80,575008,,En route to final mark,Debbie Meyer,Debbie_Meyer,United States,America,"Sunday, July 9, 1967",Santa Clara Invitational,"Santa Clara, CA, United States"
800 m freestyle,800,Female,25,09:22.90,562009,,Final,Debbie Meyer,Debbie_Meyer,United States,America,"Saturday, July 29, 1967",Pan-American Games,"Winnipeg, Canada"
800 m freestyle,800,Female,26,09:19.00,559000,,En route to final mark,Debbie Meyer,Debbie_Meyer,United States,America,"Sunday, July 21, 1968",-,"Los Angeles, CA, United States"
800 m freestyle,800,Female,27,09:17.80,557008,,Final,Debbie Meyer,Debbie_Meyer,United States,America,"Sunday, August 4, 1968",AAU Nationals,"Lincoln, NE, United States"
800 m freestyle,800,Female,28,09:10.40,550004,,Final,Debbie Meyer,Debbie_Meyer,United States,America,"Wednesday, August 28, 1968",USA Olympic Trials (elec. 9:10.36),"Los Angeles, CA, United States"
800 m freestyle,800,Female,29,09:09.10,549001,,Final,Karen Moras,Karen_Moras,Australia,Oceania,"Sunday, March 1, 1970",AUS Nationals,"Sydney, Australia"
800 m freestyle,800,Female,30,09:02.50,542045,,Final,Karen Moras,Karen_Moras,Australia,Oceania,"Saturday, July 18, 1970",Commonwealth Games,"Edinburgh, United Kingdom"
800 m freestyle,800,Female,31,08:59.40,539004,,Final,Ann Simmons,Ann_Simmons,United States,America,"Friday, September 10, 1971",USAvURSvGBR meet (elec. 8:59.37),"Minsk, Soviet Union"
800 m freestyle,800,Female,32,08:58.10,538001,,Final,Shane Gould,Shane_Gould,Australia,Oceania,"Friday, December 3, 1971",-,"Sydney, Australia"
800 m freestyle,800,Female,33,08:53.80,533083,,Final,Jo Harshbarger,Jo_Harshbarger,United States,America,"Sunday, August 6, 1972",USA Olympic Trials,"Chicago, IL, United States"
800 m freestyle,800,Female,34,08:53.70,533068,,Final,Keena Rothhammer,Keena_Rothhammer,United States,America,"Sunday, September 3, 1972",Olympic Games,"Munich, West Germany"
800 m freestyle,800,Female,35,08:53.00,532097,,Final,Novella Calligaris,Novella_Calligaris,Italy,Europe,"Sunday, September 9, 1973",World Championships,"Belgrade, Socialist Federal Republic of Yugoslavia"
800 m freestyle,800,Female,36,08:50.10,530001,,Final,Jennifer Turrall,Jennifer_Turrall,Australia,Oceania,"Saturday, January 5, 1974",NSW State Championships,"Sydney, Australia"
800 m freestyle,800,Female,37,08:47.70,527066,,En route to final mark,Jo Harshbarger,Jo_Harshbarger,United States,America,"Sunday, August 25, 1974",AAU Nationals,"Concord, CA, United States"
800 m freestyle,800,Female,38,08:47.60,527059,,Final,Jo Harshbarger,Jo_Harshbarger,United States,America,"Saturday, August 31, 1974",USAvGDR Duel,"Concord, CA, United States"
800 m freestyle,800,Female,39,08:43.50,523048,,Final,Jennifer Turrall,Jennifer_Turrall,Australia,Oceania,"Monday, March 31, 1975",Coca Cola International,"London, United Kingdom"
800 m freestyle,800,Female,40,08:40.70,520068,,Final,Petra Thümer,Petra_Thümer,East Germany,Europe,"Friday, June 4, 1976",GDR Olympic Trials,"East Berlin, East Germany"
800 m freestyle,800,Female,41,08:39.60,519063,,Final,Shirley Babashoff,Shirley_Babashoff,United States,America,"Monday, June 21, 1976",USA Olympic Trials,"Long Beach, CA, United States"
800 m freestyle,800,Female,42,08:37.10,517014,,Final,Petra Thümer,Petra_Thümer,East Germany,Europe,"Sunday, July 25, 1976",Olympic Games,"Montreal, Canada"
800 m freestyle,800,Female,43,08:35.00,515004,,Final,Petra Thümer,Petra_Thümer,East Germany,Europe,"Saturday, July 9, 1977",GDR Nationals & European Championship Trials,"Leipzig, East Germany"
800 m freestyle,800,Female,44,08:34.90,514086,,Final,Michelle Ford,Michelle_Ford,Australia,Oceania,"Friday, January 6, 1978",KBI meet,"Brisbane, Australia"
800 m freestyle,800,Female,45,08:31.30,511003,,Final,Michelle Ford,Michelle_Ford,Australia,Oceania,"Saturday, January 21, 1978",NSW State Championships,"Sydney, Australia"
800 m freestyle,800,Female,46,08:30.50,510053,,Final,Tracey Wickham,Tracey_Wickham,Australia,Oceania,"Tuesday, February 21, 1978",AUS Nationals,"Brisbane, Australia"
800 m freestyle,800,Female,47,08:24.60,504062,,Final,Tracey Wickham,Tracey_Wickham,Australia,Oceania,"Saturday, August 5, 1978",Commonwealth Games,"Edmonton, Canada"
4 x 200 m freestyle relay,800,Female,1,08:02.30,482027,,Final,Kristin Otto,Kristin_Otto,East Germany,Europe,"Monday, August 22, 1983",European Championships,"Rome, Italy"
4 x 200 m freestyle relay,800,Female,1,08:02.30,482027,,Final,Astrid Strauss,Astrid_Strauss,East Germany,Europe,"Monday, August 22, 1983",European Championships,"Rome, Italy"
4 x 200 m freestyle relay,800,Female,1,08:02.30,482027,,Final,Cornelia Sirch,Cornelia_Sirch,East Germany,Europe,"Monday, August 22, 1983",European Championships,"Rome, Italy"
4 x 200 m freestyle relay,800,Female,1,08:02.30,482027,,Final,Birgit Meineke,Birgit_Meineke,East Germany,Europe,"Monday, August 22, 1983",European Championships,"Rome, Italy"
4 x 200 m freestyle relay,800,Female,2,07:59.30,479033,,Final,Manuela Stellmach,Manuela_Stellmach,East Germany,Europe,"Sunday, August 17, 1986",World Championships,"Madrid, Spain"
4 x 200 m freestyle relay,800,Female,2,07:59.30,479033,,Final,Astrid Strauss,Astrid_Strauss,East Germany,Europe,"Sunday, August 17, 1986",World Championships,"Madrid, Spain"
4 x 200 m freestyle relay,800,Female,2,07:59.30,479033,,Final,Nadja Bergknecht,Nadja_Bergknecht,East Germany,Europe,"Sunday, August 17, 1986",World Championships,"Madrid, Spain"
4 x 200 m freestyle relay,800,Female,2,07:59.30,479033,,Final,Heike Friedrich,Heike_Friedrich,East Germany,Europe,"Sunday, August 17, 1986",World Championships,"Madrid, Spain"
